TABLESPACE_NAME,SIZE_GB,USED_GB,USED_PERCENT,COLLECTION_TIME,THRESHOLD
XDB,12582906,384,0,20-03-2025 13:20,80
SYSAUX,8388604,4895470,58,20-03-2025 14:20,80
SYSTEM,12582906,2809208,22,20-03-2025 14:20,75
UNDOTBS1,41943020,694152,2,20-03-2025 14:20,80
PERF_TBS,83886040,1773184,2,20-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,20-03-2025 14:20,80
TEMP,125829060,14720,0,20-03-2025 14:20,80
TOOLS,88080342,8232,0,20-03-2025 14:20,80
USERS,4194302,2832,0,20-03-2025 14:20,80
WORK,12582906,384,0,20-03-2025 14:20,80
MONDB_H,16777208,2440,0,20-03-2025 14:20,80
XDB,12582906,384,0,20-03-2025 14:20,80
SYSAUX,8388604,4895878,58,20-03-2025 15:20,80
SYSTEM,12582906,2809208,22,20-03-2025 15:20,75
PERF_TBS,83886040,1773184,2,20-03-2025 15:20,80
UNDOTBS1,41943020,531840,1,20-03-2025 15:20,80
AUDIT_DATA,209715100,6400,0,20-03-2025 15:20,80
TEMP,125829060,15488,0,20-03-2025 15:20,80
TOOLS,88080342,8232,0,20-03-2025 15:20,80
USERS,4194302,2832,0,20-03-2025 15:20,80
WORK,12582906,384,0,20-03-2025 15:20,80
MONDB_H,16777208,2440,0,20-03-2025 15:20,80
XDB,12582906,384,0,20-03-2025 15:20,80
SYSAUX,8388604,4896782,58,20-03-2025 16:20,80
SYSTEM,12582906,2809208,22,20-03-2025 16:20,75
PERF_TBS,83886040,1773184,2,20-03-2025 16:20,80
UNDOTBS1,41943020,432896,1,20-03-2025 16:20,80
AUDIT_DATA,209715100,6400,0,20-03-2025 16:20,80
TEMP,125829060,15616,0,20-03-2025 16:20,80
TOOLS,88080342,8232,0,20-03-2025 16:20,80
USERS,4194302,2832,0,20-03-2025 16:20,80
WORK,12582906,384,0,20-03-2025 16:20,80
MONDB_H,16777208,2440,0,20-03-2025 16:20,80
XDB,12582906,384,0,20-03-2025 16:20,80
SYSAUX,8388604,4896950,58,20-03-2025 17:20,80
SYSTEM,12582906,2809208,22,20-03-2025 17:20,75
PERF_TBS,83886040,1773184,2,20-03-2025 17:20,80
UNDOTBS1,41943020,370560,1,20-03-2025 17:20,80
AUDIT_DATA,209715100,6400,0,20-03-2025 17:20,80
TEMP,125829060,15488,0,20-03-2025 17:20,80
TOOLS,88080342,8232,0,20-03-2025 17:20,80
USERS,4194302,2832,0,20-03-2025 17:20,80
WORK,12582906,384,0,20-03-2025 17:20,80
MONDB_H,16777208,2440,0,20-03-2025 17:20,80
XDB,12582906,384,0,20-03-2025 17:20,80
SYSAUX,8388604,4897982,58,20-03-2025 18:20,80
SYSTEM,12582906,2817400,22,20-03-2025 18:20,75
PERF_TBS,83886040,1773184,2,20-03-2025 18:20,80
UNDOTBS1,41943020,357376,1,20-03-2025 18:20,80
AUDIT_DATA,209715100,6400,0,20-03-2025 18:20,80
TEMP,125829060,15616,0,20-03-2025 18:20,80
TOOLS,88080342,8232,0,20-03-2025 18:20,80
USERS,4194302,2832,0,20-03-2025 18:20,80
WORK,12582906,384,0,20-03-2025 18:20,80
MONDB_H,16777208,2440,0,20-03-2025 18:20,80
XDB,12582906,384,0,20-03-2025 18:20,80
SYSAUX,8388604,4899158,58,20-03-2025 19:20,80
SYSTEM,12582906,2817400,22,20-03-2025 19:20,75
UNDOTBS1,41943020,630656,2,20-03-2025 19:20,80
PERF_TBS,83886040,1773184,2,20-03-2025 19:20,80
AUDIT_DATA,209715100,6400,0,20-03-2025 19:20,80
TEMP,125829060,15744,0,20-03-2025 19:20,80
TOOLS,88080342,8232,0,20-03-2025 19:20,80
USERS,4194302,2832,0,20-03-2025 19:20,80
WORK,12582906,384,0,20-03-2025 19:20,80
MONDB_H,16777208,2440,0,20-03-2025 19:20,80
XDB,12582906,384,0,20-03-2025 19:20,80
SYSAUX,8388604,4903278,58,21-03-2025 02:20,80
SYSTEM,12582906,2817400,22,21-03-2025 02:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 02:20,80
UNDOTBS1,41943020,379520,1,21-03-2025 02:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 02:20,80
TEMP,125829060,384,0,21-03-2025 02:20,80
TOOLS,88080342,8232,0,21-03-2025 02:20,80
USERS,4194302,2832,0,21-03-2025 02:20,80
WORK,12582906,384,0,21-03-2025 02:20,80
MONDB_H,16777208,2440,0,21-03-2025 02:20,80
XDB,12582906,384,0,21-03-2025 02:20,80
SYSAUX,8388604,4901534,58,21-03-2025 03:20,80
SYSTEM,12582906,2817400,22,21-03-2025 03:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 03:20,80
UNDOTBS1,41943020,355840,1,21-03-2025 03:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 03:20,80
TEMP,125829060,1024,0,21-03-2025 03:20,80
TOOLS,88080342,8232,0,21-03-2025 03:20,80
USERS,4194302,2832,0,21-03-2025 03:20,80
WORK,12582906,384,0,21-03-2025 03:20,80
MONDB_H,16777208,2440,0,21-03-2025 03:20,80
XDB,12582906,384,0,21-03-2025 03:20,80
SYSAUX,8388604,4901862,58,21-03-2025 04:20,80
SYSTEM,12582906,2817400,22,21-03-2025 04:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 04:20,80
UNDOTBS1,41943020,453896,1,21-03-2025 04:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 04:20,80
TEMP,125829060,3072,0,21-03-2025 04:20,80
TOOLS,88080342,8232,0,21-03-2025 04:20,80
USERS,4194302,2832,0,21-03-2025 04:20,80
WORK,12582906,384,0,21-03-2025 04:20,80
MONDB_H,16777208,2440,0,21-03-2025 04:20,80
XDB,12582906,384,0,21-03-2025 04:20,80
SYSAUX,8388604,4902518,58,21-03-2025 05:20,80
SYSTEM,12582906,2817400,22,21-03-2025 05:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 05:20,80
UNDOTBS1,41943020,316168,1,21-03-2025 05:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 05:20,80
TEMP,125829060,2944,0,21-03-2025 05:20,80
TOOLS,88080342,8232,0,21-03-2025 05:20,80
USERS,4194302,2832,0,21-03-2025 05:20,80
WORK,12582906,384,0,21-03-2025 05:20,80
MONDB_H,16777208,2440,0,21-03-2025 05:20,80
XDB,12582906,384,0,21-03-2025 05:20,80
SYSAUX,8388604,4902942,58,21-03-2025 06:20,80
SYSTEM,12582906,2817400,22,21-03-2025 06:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 06:20,80
UNDOTBS1,41943020,253056,1,21-03-2025 06:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 06:20,80
TEMP,125829060,3328,0,21-03-2025 06:20,80
TOOLS,88080342,8232,0,21-03-2025 06:20,80
USERS,4194302,2832,0,21-03-2025 06:20,80
WORK,12582906,384,0,21-03-2025 06:20,80
MONDB_H,16777208,2440,0,21-03-2025 06:20,80
XDB,12582906,384,0,21-03-2025 06:20,80
SYSAUX,8388604,4903374,58,21-03-2025 07:20,80
SYSTEM,12582906,2817400,22,21-03-2025 07:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 07:20,80
UNDOTBS1,41943020,321048,1,21-03-2025 07:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 07:20,80
TEMP,125829060,82432,0,21-03-2025 07:20,80
TOOLS,88080342,8232,0,21-03-2025 07:20,80
USERS,4194302,2832,0,21-03-2025 07:20,80
WORK,12582906,384,0,21-03-2025 07:20,80
MONDB_H,16777208,2440,0,21-03-2025 07:20,80
XDB,12582906,384,0,21-03-2025 07:20,80
SYSAUX,8388604,4905198,58,21-03-2025 08:20,80
SYSTEM,12582906,2817400,22,21-03-2025 08:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 08:20,80
UNDOTBS1,41943020,378376,1,21-03-2025 08:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 08:20,80
TEMP,125829060,4480,0,21-03-2025 08:20,80
TOOLS,88080342,8232,0,21-03-2025 08:20,80
USERS,4194302,2832,0,21-03-2025 08:20,80
WORK,12582906,384,0,21-03-2025 08:20,80
MONDB_H,16777208,2440,0,21-03-2025 08:20,80
XDB,12582906,384,0,21-03-2025 08:20,80
SYSAUX,8388604,4904094,58,21-03-2025 09:20,80
SYSTEM,12582906,2817400,22,21-03-2025 09:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 09:20,80
UNDOTBS1,41943020,323208,1,21-03-2025 09:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 09:20,80
TEMP,125829060,6528,0,21-03-2025 09:20,80
TOOLS,88080342,8232,0,21-03-2025 09:20,80
USERS,4194302,2832,0,21-03-2025 09:20,80
WORK,12582906,384,0,21-03-2025 09:20,80
MONDB_H,16777208,2440,0,21-03-2025 09:20,80
XDB,12582906,384,0,21-03-2025 09:20,80
SYSAUX,8388604,4904398,58,21-03-2025 10:20,80
SYSTEM,12582906,2817400,22,21-03-2025 10:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 10:20,80
UNDOTBS1,41943020,319496,1,21-03-2025 10:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 10:20,80
TEMP,125829060,7552,0,21-03-2025 10:20,80
TOOLS,88080342,8232,0,21-03-2025 10:20,80
USERS,4194302,2832,0,21-03-2025 10:20,80
WORK,12582906,384,0,21-03-2025 10:20,80
MONDB_H,16777208,2440,0,21-03-2025 10:20,80
XDB,12582906,384,0,21-03-2025 10:20,80
SYSAUX,8388604,4904822,58,21-03-2025 11:20,80
SYSTEM,12582906,2817400,22,21-03-2025 11:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 11:20,80
UNDOTBS1,41943020,408960,1,21-03-2025 11:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 11:20,80
TEMP,125829060,9728,0,21-03-2025 11:20,80
TOOLS,88080342,8232,0,21-03-2025 11:20,80
USERS,4194302,2832,0,21-03-2025 11:20,80
WORK,12582906,384,0,21-03-2025 11:20,80
MONDB_H,16777208,2440,0,21-03-2025 11:20,80
XDB,12582906,384,0,21-03-2025 11:20,80
SYSAUX,8388604,4905126,58,21-03-2025 12:20,80
SYSTEM,12582906,2817400,22,21-03-2025 12:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 12:20,80
UNDOTBS1,41943020,584576,1,21-03-2025 12:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 12:20,80
TEMP,125829060,10496,0,21-03-2025 12:20,80
TOOLS,88080342,8232,0,21-03-2025 12:20,80
USERS,4194302,2832,0,21-03-2025 12:20,80
WORK,12582906,384,0,21-03-2025 12:20,80
MONDB_H,16777208,2440,0,21-03-2025 12:20,80
XDB,12582906,384,0,21-03-2025 12:20,80
SYSAUX,8388604,4907086,58,21-03-2025 13:20,80
SYSTEM,12582906,2817400,22,21-03-2025 13:20,75
UNDOTBS1,41943020,1475200,4,21-03-2025 13:20,80
PERF_TBS,83886040,1773184,2,21-03-2025 13:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 13:20,80
TEMP,125829060,10496,0,21-03-2025 13:20,80
TOOLS,88080342,8232,0,21-03-2025 13:20,80
USERS,4194302,2832,0,21-03-2025 13:20,80
WORK,12582906,384,0,21-03-2025 13:20,80
MONDB_H,16777208,2440,0,21-03-2025 13:20,80
XDB,12582906,384,0,21-03-2025 13:20,80
SYSAUX,8388604,4907366,59,21-03-2025 14:20,80
SYSTEM,12582906,2817400,22,21-03-2025 14:20,75
UNDOTBS1,41943020,960000,2,21-03-2025 14:20,80
PERF_TBS,83886040,1773184,2,21-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 14:20,80
TEMP,125829060,11008,0,21-03-2025 14:20,80
TOOLS,88080342,8232,0,21-03-2025 14:20,80
USERS,4194302,2832,0,21-03-2025 14:20,80
WORK,12582906,384,0,21-03-2025 14:20,80
MONDB_H,16777208,2440,0,21-03-2025 14:20,80
XDB,12582906,384,0,21-03-2025 14:20,80
SYSAUX,8388604,4907494,59,21-03-2025 15:20,80
SYSTEM,12582906,2817400,22,21-03-2025 15:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 15:20,80
UNDOTBS1,41943020,601088,1,21-03-2025 15:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 15:20,80
TEMP,125829060,11520,0,21-03-2025 15:20,80
TOOLS,88080342,8232,0,21-03-2025 15:20,80
USERS,4194302,2832,0,21-03-2025 15:20,80
WORK,12582906,384,0,21-03-2025 15:20,80
MONDB_H,16777208,2440,0,21-03-2025 15:20,80
XDB,12582906,384,0,21-03-2025 15:20,80
SYSAUX,8388604,4908782,59,21-03-2025 16:20,80
SYSTEM,12582906,2817400,22,21-03-2025 16:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 16:20,80
UNDOTBS1,41943020,547072,1,21-03-2025 16:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 16:20,80
TEMP,125829060,11776,0,21-03-2025 16:20,80
TOOLS,88080342,8232,0,21-03-2025 16:20,80
USERS,4194302,2832,0,21-03-2025 16:20,80
WORK,12582906,384,0,21-03-2025 16:20,80
MONDB_H,16777208,2440,0,21-03-2025 16:20,80
XDB,12582906,384,0,21-03-2025 16:20,80
SYSAUX,8388604,4909078,59,21-03-2025 17:20,80
SYSTEM,12582906,2817400,22,21-03-2025 17:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 17:20,80
UNDOTBS1,41943020,409984,1,21-03-2025 17:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 17:20,80
TEMP,125829060,12416,0,21-03-2025 17:20,80
TOOLS,88080342,8232,0,21-03-2025 17:20,80
USERS,4194302,2832,0,21-03-2025 17:20,80
WORK,12582906,384,0,21-03-2025 17:20,80
MONDB_H,16777208,2440,0,21-03-2025 17:20,80
XDB,12582906,384,0,21-03-2025 17:20,80
SYSAUX,8388604,4909206,59,21-03-2025 18:20,80
SYSTEM,12582906,2817400,22,21-03-2025 18:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 18:20,80
UNDOTBS1,41943020,381184,1,21-03-2025 18:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 18:20,80
TEMP,125829060,12416,0,21-03-2025 18:20,80
TOOLS,88080342,8232,0,21-03-2025 18:20,80
USERS,4194302,2832,0,21-03-2025 18:20,80
WORK,12582906,384,0,21-03-2025 18:20,80
MONDB_H,16777208,2440,0,21-03-2025 18:20,80
XDB,12582906,384,0,21-03-2025 18:20,80
SYSAUX,8388604,4910742,59,21-03-2025 19:20,80
SYSTEM,12582906,2817400,22,21-03-2025 19:20,75
PERF_TBS,83886040,1773184,2,21-03-2025 19:20,80
UNDOTBS1,41943020,590864,1,21-03-2025 19:20,80
AUDIT_DATA,209715100,6400,0,21-03-2025 19:20,80
TEMP,125829060,12800,0,21-03-2025 19:20,80
TOOLS,88080342,8232,0,21-03-2025 19:20,80
USERS,4194302,2832,0,21-03-2025 19:20,80
WORK,12582906,384,0,21-03-2025 19:20,80
MONDB_H,16777208,2440,0,21-03-2025 19:20,80
XDB,12582906,384,0,21-03-2025 19:20,80
SYSAUX,8388604,4880702,58,24-03-2025 02:20,80
SYSTEM,12582906,2817400,22,24-03-2025 02:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 02:20,80
UNDOTBS1,41943020,493480,1,24-03-2025 02:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 02:20,80
TEMP,125829060,1024,0,24-03-2025 02:20,80
TOOLS,88080342,8232,0,24-03-2025 02:20,80
USERS,4194302,2832,0,24-03-2025 02:20,80
WORK,12582906,384,0,24-03-2025 02:20,80
MONDB_H,16777208,2440,0,24-03-2025 02:20,80
XDB,12582906,384,0,24-03-2025 02:20,80
SYSAUX,8388604,4880398,58,24-03-2025 03:20,80
SYSTEM,12582906,2817400,22,24-03-2025 03:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 03:20,80
UNDOTBS1,41943020,219920,1,24-03-2025 03:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 03:20,80
TEMP,125829060,2048,0,24-03-2025 03:20,80
TOOLS,88080342,8232,0,24-03-2025 03:20,80
USERS,4194302,2832,0,24-03-2025 03:20,80
WORK,12582906,384,0,24-03-2025 03:20,80
MONDB_H,16777208,2440,0,24-03-2025 03:20,80
XDB,12582906,384,0,24-03-2025 03:20,80
SYSAUX,8388604,4880814,58,24-03-2025 04:20,80
SYSTEM,12582906,2817400,22,24-03-2025 04:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 04:20,80
UNDOTBS1,41943020,240264,1,24-03-2025 04:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 04:20,80
TEMP,125829060,2944,0,24-03-2025 04:20,80
TOOLS,88080342,8232,0,24-03-2025 04:20,80
USERS,4194302,2832,0,24-03-2025 04:20,80
WORK,12582906,384,0,24-03-2025 04:20,80
MONDB_H,16777208,2440,0,24-03-2025 04:20,80
XDB,12582906,384,0,24-03-2025 04:20,80
SYSAUX,8388604,4881110,58,24-03-2025 05:20,80
SYSTEM,12582906,2817400,22,24-03-2025 05:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 05:20,80
UNDOTBS1,41943020,362000,1,24-03-2025 05:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 05:20,80
TEMP,125829060,3584,0,24-03-2025 05:20,80
TOOLS,88080342,8232,0,24-03-2025 05:20,80
USERS,4194302,2832,0,24-03-2025 05:20,80
WORK,12582906,384,0,24-03-2025 05:20,80
MONDB_H,16777208,2440,0,24-03-2025 05:20,80
XDB,12582906,384,0,24-03-2025 05:20,80
SYSAUX,8388604,4881566,58,24-03-2025 06:20,80
SYSTEM,12582906,2817400,22,24-03-2025 06:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 06:20,80
UNDOTBS1,41943020,340528,1,24-03-2025 06:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 06:20,80
TEMP,125829060,3840,0,24-03-2025 06:20,80
TOOLS,88080342,8232,0,24-03-2025 06:20,80
USERS,4194302,2832,0,24-03-2025 06:20,80
WORK,12582906,384,0,24-03-2025 06:20,80
MONDB_H,16777208,2440,0,24-03-2025 06:20,80
XDB,12582906,384,0,24-03-2025 06:20,80
SYSAUX,8388604,4882550,58,24-03-2025 07:20,80
SYSTEM,12582906,2817400,22,24-03-2025 07:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 07:20,80
UNDOTBS1,41943020,389776,1,24-03-2025 07:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 07:20,80
TEMP,125829060,3968,0,24-03-2025 07:20,80
TOOLS,88080342,8232,0,24-03-2025 07:20,80
USERS,4194302,2832,0,24-03-2025 07:20,80
WORK,12582906,384,0,24-03-2025 07:20,80
MONDB_H,16777208,2440,0,24-03-2025 07:20,80
XDB,12582906,384,0,24-03-2025 07:20,80
SYSAUX,8388604,4882974,58,24-03-2025 08:20,80
SYSTEM,12582906,2817400,22,24-03-2025 08:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 08:20,80
UNDOTBS1,41943020,306824,1,24-03-2025 08:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 08:20,80
TEMP,125829060,6656,0,24-03-2025 08:20,80
TOOLS,88080342,8232,0,24-03-2025 08:20,80
USERS,4194302,2832,0,24-03-2025 08:20,80
WORK,12582906,384,0,24-03-2025 08:20,80
MONDB_H,16777208,2440,0,24-03-2025 08:20,80
XDB,12582906,384,0,24-03-2025 08:20,80
SYSAUX,8388604,4877662,58,24-03-2025 09:20,80
SYSTEM,12582906,2817400,22,24-03-2025 09:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 09:20,80
UNDOTBS1,41943020,251144,1,24-03-2025 09:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 09:20,80
TEMP,125829060,7168,0,24-03-2025 09:20,80
TOOLS,88080342,8232,0,24-03-2025 09:20,80
USERS,4194302,2832,0,24-03-2025 09:20,80
WORK,12582906,384,0,24-03-2025 09:20,80
MONDB_H,16777208,2440,0,24-03-2025 09:20,80
XDB,12582906,384,0,24-03-2025 09:20,80
SYSAUX,8388604,4879118,58,24-03-2025 10:20,80
SYSTEM,12582906,2817400,22,24-03-2025 10:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 10:20,80
UNDOTBS1,41943020,266376,1,24-03-2025 10:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 10:20,80
TEMP,125829060,10368,0,24-03-2025 10:20,80
TOOLS,88080342,8232,0,24-03-2025 10:20,80
USERS,4194302,2832,0,24-03-2025 10:20,80
WORK,12582906,384,0,24-03-2025 10:20,80
MONDB_H,16777208,2440,0,24-03-2025 10:20,80
XDB,12582906,384,0,24-03-2025 10:20,80
SYSAUX,8388604,4879838,58,24-03-2025 11:20,80
SYSTEM,12582906,2817400,22,24-03-2025 11:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 11:20,80
UNDOTBS1,41943020,547840,1,24-03-2025 11:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 11:20,80
TEMP,125829060,10880,0,24-03-2025 11:20,80
TOOLS,88080342,8232,0,24-03-2025 11:20,80
USERS,4194302,2832,0,24-03-2025 11:20,80
WORK,12582906,384,0,24-03-2025 11:20,80
MONDB_H,16777208,2440,0,24-03-2025 11:20,80
XDB,12582906,384,0,24-03-2025 11:20,80
SYSAUX,8388604,4880294,58,24-03-2025 12:20,80
SYSTEM,12582906,2817400,22,24-03-2025 12:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 12:20,80
UNDOTBS1,41943020,466048,1,24-03-2025 12:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 12:20,80
TEMP,125829060,11392,0,24-03-2025 12:20,80
TOOLS,88080342,8232,0,24-03-2025 12:20,80
USERS,4194302,2832,0,24-03-2025 12:20,80
WORK,12582906,384,0,24-03-2025 12:20,80
MONDB_H,16777208,2440,0,24-03-2025 12:20,80
XDB,12582906,384,0,24-03-2025 12:20,80
SYSAUX,8388604,4880846,58,24-03-2025 13:20,80
SYSTEM,12582906,2817400,22,24-03-2025 13:20,75
UNDOTBS1,41943020,4871552,12,24-03-2025 13:20,80
PERF_TBS,83886040,1773184,2,24-03-2025 13:20,80
TEMP,125829060,11520,0,24-03-2025 13:20,80
TOOLS,88080342,8232,0,24-03-2025 13:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 13:20,80
USERS,4194302,2832,0,24-03-2025 13:20,80
WORK,12582906,384,0,24-03-2025 13:20,80
MONDB_H,16777208,2440,0,24-03-2025 13:20,80
XDB,12582906,384,0,24-03-2025 13:20,80
SYSAUX,8388604,4881118,58,24-03-2025 14:20,80
SYSTEM,12582906,2817400,22,24-03-2025 14:20,75
UNDOTBS1,41943020,703616,2,24-03-2025 14:20,80
PERF_TBS,83886040,1773184,2,24-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 14:20,80
TEMP,125829060,11648,0,24-03-2025 14:20,80
TOOLS,88080342,8232,0,24-03-2025 14:20,80
USERS,4194302,2832,0,24-03-2025 14:20,80
WORK,12582906,384,0,24-03-2025 14:20,80
MONDB_H,16777208,2440,0,24-03-2025 14:20,80
XDB,12582906,384,0,24-03-2025 14:20,80
SYSAUX,8388604,4881790,58,24-03-2025 15:20,80
SYSTEM,12582906,2817400,22,24-03-2025 15:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 15:20,80
UNDOTBS1,41943020,434560,1,24-03-2025 15:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 15:20,80
TEMP,125829060,12800,0,24-03-2025 15:20,80
TOOLS,88080342,8232,0,24-03-2025 15:20,80
USERS,4194302,2832,0,24-03-2025 15:20,80
WORK,12582906,384,0,24-03-2025 15:20,80
MONDB_H,16777208,2440,0,24-03-2025 15:20,80
XDB,12582906,384,0,24-03-2025 15:20,80
SYSAUX,8388604,4883230,58,24-03-2025 16:20,80
SYSTEM,12582906,2817400,22,24-03-2025 16:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 16:20,80
UNDOTBS1,41943020,444800,1,24-03-2025 16:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 16:20,80
TEMP,125829060,13056,0,24-03-2025 16:20,80
TOOLS,88080342,8232,0,24-03-2025 16:20,80
USERS,4194302,2832,0,24-03-2025 16:20,80
WORK,12582906,384,0,24-03-2025 16:20,80
MONDB_H,16777208,2440,0,24-03-2025 16:20,80
XDB,12582906,384,0,24-03-2025 16:20,80
SYSAUX,8388604,4883926,58,24-03-2025 17:20,80
SYSTEM,12582906,2817400,22,24-03-2025 17:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 17:20,80
UNDOTBS1,41943020,417280,1,24-03-2025 17:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 17:20,80
TEMP,125829060,13056,0,24-03-2025 17:20,80
TOOLS,88080342,8232,0,24-03-2025 17:20,80
USERS,4194302,2832,0,24-03-2025 17:20,80
WORK,12582906,384,0,24-03-2025 17:20,80
MONDB_H,16777208,2440,0,24-03-2025 17:20,80
XDB,12582906,384,0,24-03-2025 17:20,80
SYSAUX,8388604,4884318,58,24-03-2025 18:20,80
SYSTEM,12582906,2817400,22,24-03-2025 18:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 18:20,80
UNDOTBS1,41943020,359296,1,24-03-2025 18:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 18:20,80
TEMP,125829060,13184,0,24-03-2025 18:20,80
TOOLS,88080342,8232,0,24-03-2025 18:20,80
USERS,4194302,2832,0,24-03-2025 18:20,80
WORK,12582906,384,0,24-03-2025 18:20,80
MONDB_H,16777208,2440,0,24-03-2025 18:20,80
XDB,12582906,384,0,24-03-2025 18:20,80
SYSAUX,8388604,4884590,58,24-03-2025 19:20,80
SYSTEM,12582906,2817400,22,24-03-2025 19:20,75
PERF_TBS,83886040,1773184,2,24-03-2025 19:20,80
UNDOTBS1,41943020,592656,1,24-03-2025 19:20,80
AUDIT_DATA,209715100,6400,0,24-03-2025 19:20,80
TEMP,125829060,13184,0,24-03-2025 19:20,80
TOOLS,88080342,8232,0,24-03-2025 19:20,80
USERS,4194302,2832,0,24-03-2025 19:20,80
WORK,12582906,384,0,24-03-2025 19:20,80
MONDB_H,16777208,2440,0,24-03-2025 19:20,80
XDB,12582906,384,0,24-03-2025 19:20,80
SYSAUX,8388604,4888886,58,25-03-2025 02:20,80
SYSTEM,12582906,2817400,22,25-03-2025 02:20,75
PERF_TBS,83886040,1773184,2,25-03-2025 02:20,80
UNDOTBS1,41943020,460672,1,25-03-2025 02:20,80
AUDIT_DATA,209715100,6400,0,25-03-2025 02:20,80
TEMP,125829060,768,0,25-03-2025 02:20,80
TOOLS,88080342,8232,0,25-03-2025 02:20,80
USERS,4194302,2832,0,25-03-2025 02:20,80
WORK,12582906,384,0,25-03-2025 02:20,80
MONDB_H,16777208,2440,0,25-03-2025 02:20,80
XDB,12582906,384,0,25-03-2025 02:20,80
SYSAUX,8388604,4887910,58,25-03-2025 03:20,80
SYSTEM,12582906,2817400,22,25-03-2025 03:20,75
PERF_TBS,83886040,1773184,2,25-03-2025 03:20,80
UNDOTBS1,41943020,381696,1,25-03-2025 03:20,80
AUDIT_DATA,209715100,6400,0,25-03-2025 03:20,80
TEMP,125829060,1408,0,25-03-2025 03:20,80
TOOLS,88080342,8232,0,25-03-2025 03:20,80
USERS,4194302,2832,0,25-03-2025 03:20,80
WORK,12582906,384,0,25-03-2025 03:20,80
MONDB_H,16777208,2440,0,25-03-2025 03:20,80
XDB,12582906,384,0,25-03-2025 03:20,80
SYSAUX,8388604,4888774,58,25-03-2025 04:20,80
SYSTEM,12582906,2817400,22,25-03-2025 04:20,75
PERF_TBS,83886040,1773184,2,25-03-2025 04:20,80
